index,title,type,description,genre,cast,creators
3668,Mismatched,series,"After a disastrous set-up by their families, two teens strike up a tentative friendship at their summer program — but deeper feelings aren’t far behind.","[""TV Comedies"",""TV Dramas"",""Romantic TV Comedies"",""Romantic TV Dramas"",""Indian TV Shows"",""Teen TV Shows"",""Hindi-Language TV Shows"",""TV Shows Based on Books"",""Teen Romance"",""Teen TV Dramas""]","[""Abhinav Sharma"",""Devyani Shorey"",""Kritika Bharadwaj"",""Muskkaan Jaferi"",""Prajakta Koli"",""Rannvijay Singh"",""Ravin Makhija"",""Rohit Saraf"",""Suhasini Mulay"",""Taaruk Raina"",""Vidya Malavade"",""Vihaan Samat""]","[""Akarsh Khurana""]"
3669,18 Again,series,"At a difficult place in his marriage and career, a middle-aged man gets a shot at a do-over when he&#39;s transformed back into his 18-year-old body.","[""TV Dramas"",""Romantic TV Dramas"",""K-dramas""]","[""Kim Ha-neul"",""Kim Kang-hyun"",""Kim Yu-ri"",""Lee Do-hyun"",""Lee Ki-woo"",""Lee Mi-do"",""Wi Ha-jun"",""Yoon Sang-hyun""]","[""Ahn Eun-bin"",""Choi Yi-ryun"",""Ha Byung-hoon"",""Kim Do-yeon""]"
3670,The Minions of Midas,series,A millionaire publisher gets a blackmail note â€” his decision can mean life or death. Inspired by a Jack London story but set in contemporary Madrid.,"[""Political TV Shows"",""TV Thrillers"",""Spanish TV Shows"",""TV Shows Based on Books""]","[""Adelfa Calvo"",""Adolfo Fernández"",""Ahmed Boulane"",""Bea Segura"",""Carlos Blanco"",""Carmelo Gómez"",""Daniel Holguín"",""Elena Irureta"",""Fernando Barona"",""Goize Blanco"",""Guillermo Toledo"",""Joaquín Climent"",""Jorge Andreu"",""Juan Blanco"",""Luis Tosar"",""Marta Belmonte"",""Marta Milans"",""Miguel Ángel Solá"",""Pepe Ocio"",""Vito Sanz""]","[""Mateo Gil""]"
3671,Ethos,series,A group of individuals in Istanbul transcend sociocultural boundaries and find connection as their fears and wishes intertwine.,"[""TV Dramas"",""Turkish TV Shows"",""Social Issue TV Dramas""]","[""Alican Yücesoy"",""Bige Önal"",""Defne Kayalar"",""Fatih Artman"",""Funda Eryiğit"",""Öykü Karayel"",""Settar Tanrıöğen"",""Tülin Özen""]","[""Ali Farkhonde"",""Berkun Oya""]"
3672,The Liberator,series,"A diverse, deeply brave crew of ragtag soldiers become some of the most heroic fighters of the European invasion in World War II. Based on true events.","[""TV Action & Adventure"",""TV Dramas"",""Adult Animation"",""US TV Shows"",""TV Shows Based on Books"",""Animation""]","[""Billy Breed"",""Bradley James"",""Bryan Hibbard"",""Forrest Goodluck"",""Harrison Stone"",""Jose Miguel Vasquez"",""Kiowa Gordon"",""Martin Sensmeier"",""Matt Mercurio"",""Tatanka Means""]","[""Jeb Stuart""]"
3673,Aunty Donna&#39;s Big Ol&#39; House of Fun,series,"Comedy trio Aunty Donna showcase their uniquely absurd and offbeat style through an array of sketches, songs and eclectic characters.","[""TV Comedies"",""US TV Shows""]","[""Broden Kelly"",""Ed Helms"",""Kia Stevens"",""Kristen Schaal"",""Mark Samual Bonanno"",""Paul F. Tompkins"",""Tawny Newsome"",""Weird Al Yankovic"",""Zachary Ruane""]","[""Broden Kelly"",""Mark Samual Bonanno"",""Max Miller"",""Sam Lingham"",""Thomas Armstrong"",""Zachary Ruane""]"
3674,A Queen Is Born,series,Gloria Groove and Alexia Twister make drag dreams come true as they help six artists find the confidence to own the stage in this makeover show.,"[""Reality TV"",""Makeover Reality TV"",""Brazilian TV Shows"",""Lifestyle"",""LGBTQ TV Shows"",""International Reality, Talk & Variety Shows"",""Variety Entertainment"",""Reality, Variety & Talk Shows""]","[""Alexia Twister"",""Gloria Groove""]","[""Gustavo Mello"",""Mari Nunes""]"
3675,Trash Truck,series,"Six-year old Hank and his best pal, a giant trash truck, explore the world around them on fantastical adventures with their animal friends.","[""TV Cartoons"",""Kids&#39; TV"",""Animation""]","[""Brian Baumgartner"",""Glen Keane"",""Henry Keane"",""Jackie Loeb"",""Lucas Neff"",""Olive Keane""]","[""Max Keane""]"
3676,DASH & LILY,series,Opposites attract at Christmas as cynical Dash and sunny Lily trade messages and dares in a red notebook they pass back and forth around New York City.,"[""TV Comedies"",""TV Dramas"",""Romantic TV Comedies"",""Romantic TV Dramas"",""Teen TV Shows"",""US TV Shows"",""TV Shows Based on Books"",""Teen Romance"",""Teen TV Dramas""]","[""Austin Abrams"",""Dante Brown"",""Midori Francis"",""Troy Iwata""]","[""Joe Tracz""]"
3677,The Nokdu Flower,series,"As a peasant revolution for equality brews in 19th-century Joseon, two half-brothers fight for their beliefs on opposite sides of the conflict.","[""TV Dramas"",""Period Pieces"",""Political TV Shows"",""Korean TV Shows"",""Social Issue TV Dramas""]","[""Cho Jung-seok"",""Choi Moo-sung"",""Han Ye-ri"",""Park Hyuk-kwon"",""Yoon Si-yoon""]","[""Jung Hyun-min"",""Shin Gyeong-su""]"
3678,Paranormal,series,"After a skeptical hematologist is plunged into a series of inexplicable events, he unwillingly becomes the go-to-guy for paranormal investigations.","[""TV Mysteries"",""TV Horror"",""Fantasy TV Shows"",""Middle Eastern TV Shows"",""TV Shows Based on Books"",""Drama Programmes"",""Egyptian TV Shows""]","[""Ahmed Amin"",""Ayah Samaha"",""Razane Jammal"",""Reem Abd El Kader"",""Roshdy El Shamy"",""Samaa Ibrahem""]","[""Amr Salama""]"
3679,Love & Anarchy,series,A married consultant and a young IT tech kick off a flirty game that challenges societal norms â€” and leads them to re-evaluate their entire lives.,"[""TV Comedies"",""TV Dramas"",""Romantic TV Comedies"",""Romantic TV Dramas"",""Swedish TV Shows"",""Scandinavian TV Shows"",""Nordic TV Shows""]","[""Benjamin Shaps"",""Björn Kjellman"",""Björn Mosten"",""Carla Sehn"",""Disa Östrand"",""Ejke Blomberg"",""Elsa Agemalm Reiland"",""Gizem Erdogan"",""Ida Engvoll"",""Johannes Kuhnke"",""Lars Väringer"",""Reine Brynolfsson"",""Ruben Lopez""]","[""Lisa Langseth""]"
3680,Mia&#39;s Magic Playground,series,"In a whimsical wonderland, little Mia and her best friends, Oskar and Tilde, find colorful and creative solutions for real-world challenges.","[""TV Cartoons"",""Kids&#39; TV"",""British TV Shows""]","[""Cassius Thompson"",""Mia Turrent"",""Shayla McCormack""]","[""Richard Hickey""]"
3681,Supa Strikas,series,"With dreams of becoming Super League champions, a talented striker named Shakes and his football team take on rivals while going on global adventures.","[""TV Cartoons"",""Kids&#39; TV"",""TV Shows Based on Comics"",""South African TV Shows""]","[""Brian Cook"",""Corny Rempel"",""Daniel Thau-Eleff"",""Geoff Hughes"",""Kevin Aichele"",""Nolan Balzer"",""Robyn Slade"",""Wayne Buss""]","[""Alex Kramer""]"
3682,Oh My Baby,series,"On the brink of 40 and single, a magazine editor aims to bypass marriage and skip ahead to the baby and happiness part of her story.","[""TV Comedies"",""Romantic TV Comedies"",""Korean TV Shows""]","[""Baek Seung-hee"",""Cho Hee-bong"",""Jang Na-ra"",""Jeon Jin-ki"",""Jung Gun-joo"",""Kim Hye-ok"",""Ko Jun"",""Park Byung-eun"",""Park Soo-young"",""Yoo Seung-mok""]","[""Nam Gi-hoon"",""Noh Sun-jae""]"
3683,Deadly Class,series,"In 1980s San Francisco, a homeless teen is recruited to a storied private school where kids from crime families learn to master ""the deadly arts.""","[""TV Comedies"",""TV Action & Adventure"",""US TV Shows"",""TV Thrillers""]","[""Benedict Wong"",""Benjamin Wadsworth"",""Jack Gillett"",""Lana Condor"",""Liam James"",""Luke Tennie"",""María Gabriela de Faría"",""Michel Duval"",""Taylor Hickson""]","[""Miles Orion Feldsott"",""Rick Remender""]"
3684,Blood of Zeus,series,"A commoner living in ancient Greece, Heron discovers his true heritage as a son of Zeus, and his purpose: to save the world from a demonic army.","[""Action Anime"",""Anime Series"",""US TV Shows"",""Sci-Fi & Fantasy Anime"",""Fantasy Anime""]","[""Adam Croasdell"",""Adetokumboh M&#39;Cormack"",""Chris Diamantopoulos"",""Claudia Christian"",""Danny Jacobs"",""David Shaughnessy"",""Derek Phillips"",""Elias Toufexis"",""Fred Tatasciore"",""Jason O&#39;Mara"",""Jennifer Hale"",""Jessica Henwick"",""Mamie Gummer"",""Matt Lowe"",""Matthew Mercer"",""Melina Kanakaredes"",""Vanessa Marshall""]","[""Charles Parlapanides"",""Vlas Parlapanides""]"
3685,The Devil Punisher,series,"A baker by day and demon fighter by night, a reincarnated deity must jog his amnesiac lover&#39;s memory of their millennium-long romance.","[""TV Mysteries"",""Chinese TV Shows"",""Taiwanese TV Shows"",""Fantasy TV Shows""]","[""Amanda Chou"",""Anson Chen"",""Chen Bor-jeng"",""Dewi Chien"",""Ivy Shao"",""Jane Chang"",""Johnny Yang"",""Mike He"",""Roy Chang"",""Tan Ai-Chen"",""Yin Chao-te""]","[""Chang Chin-jung"",""Chen Rong-hui""]"
3686,The Queen&#39;s Gambit,series,"In a 1950s orphanage, a young girl reveals an astonishing talent for chess and begins an unlikely journey to stardom while grappling with addiction.","[""TV Dramas"",""US TV Shows"",""TV Shows Based on Books"",""Social Issue TV Dramas""]","[""Anya Taylor-Joy"",""Bill Camp"",""Chloe Pirrie"",""Christiane Seidel"",""Harry Melling"",""Isla Johnston"",""Jacob Fortune-Lloyd"",""Marielle Heller"",""Moses Ingram"",""Rebecca Root"",""Thomas Brodie-Sangster""]","[""Allan Scott"",""Scott Frank""]"
3687,Barbarians,series,"Torn between the mighty empire that raised him and his own tribal people, a Roman officer&#39;s conflicted allegiances lead to an epic historical clash.","[""TV Action & Adventure"",""TV Dramas"",""German TV Shows"",""Epics""]","[""Bernhard Schütz"",""David Schütter"",""Eva Verena Müller"",""Gaetano Aronica"",""Jeanne Goursaud"",""Jeremy Miliker"",""Laurence Rupp"",""Nicki von Tempelhoff"",""Nikolai Kinski"",""Ronald Zehrfeld"",""Sophie Rois""]","[""Andreas Heckmann"",""Arne Nolting"",""Jan Martin Scharf""]"
3688,A Suitable Boy,series,Modernity confronts tradition in post-Partition India as a young student resists an arranged marriage and a politician’s son has a transgressive affair.,"[""TV Dramas"",""Romantic TV Dramas"",""British TV Shows"",""TV Shows Based on Books""]","[""Aamir Bashir"",""Danesh Razvi"",""Ishaan Khatter"",""Mahira Kakkar"",""Mikhail Sen"",""Namit Das"",""Ram Kapoor"",""Rasika Dugal"",""Shahana Goswami"",""Tabu"",""Tanya Maniktala"",""Vijay Varma""]","[""Mira Nair""]"
3689,Hot Stove League,series,"During off-season, a professional baseball team ranked dead last in the league hires an unorthodox manager who&#39;s determined to push it to the top.","[""TV Dramas"",""Korean TV Shows""]","[""Cho Byung-kyu"",""Namkoong Min"",""Oh Jung-se"",""Park Eun-bin""]","[""Jeong Dong-yoon"",""Lee Shin-hwa""]"
3690,Doctor John,series,"Unable to feel pain within his own body but skilled at diagnosing others, a pain management doctor stands up for his philosophy on life and death.","[""TV Dramas"",""Korean TV Shows"",""TV Shows Based on Books""]","[""Hwang Hee"",""Ji Sung"",""Jung Min-ah"",""Kwon Hwa-woon"",""Lee Kyoo-hyung"",""Lee Se-yeong"",""Oh Hyun-joong""]","[""Jo Soo-won"",""Kim Ji-woon""]"
3691,Start-Up,series,Young entrepreneurs aspiring to launch virtual dreams into reality compete for success and love in the cutthroat world of Korea&#39;s high-tech industry.,"[""Drama Programmes"",""Romantic TV Dramas"",""Korean Programmes"",""K-dramas""]","[""Bae Suzy"",""Kang Han-na"",""Kim Do-wan"",""Kim Hae-sook"",""Kim Seon-ho"",""Nam Joo-hyuk"",""Seo Yi-sook"",""Song Sun-mi"",""Stephanie Lee"",""Yu Su-bin""]","[""Oh Choong-hwan"",""Park Hye-ryun""]"
3692,Someone Has to Die,series,"In conservative 1950s Spain, the alleged relationship between a young man and a Mexican ballerino creates an uproar of harrowing consequences.","[""TV Dramas"",""Crime TV Dramas"",""TV Thrillers"",""Spanish TV Shows"",""LGBTQ TV Programmes""]","[""Alejandro Speitzer"",""Carlos Cuevas"",""Carmen Maura"",""Cecilia Suárez"",""Eduardo Casanova"",""Ernesto Alterio"",""Ester Expósito"",""Isaac Hernández"",""Javier Pereira"",""Juan Carlos Vellido"",""Manuel Morón"",""Mariola Fuentes"",""Pilar Castro""]","[""Manolo Caro""]"
3693,La RÃ©volution,series,"In a reimagined history, a mysterious disease besets 18th century France, culminating in a brutal clash between rebels and the aristocracy.","[""TV Action & Adventure"",""Action & Adventure Programmes"",""Drama Programmes"",""TV Dramas"",""Period Pieces"",""Period Pieces"",""Political TV Programmes"",""Political TV Shows"",""French TV Programmes"",""French TV Shows"",""Horror Programmes"",""TV Horror"",""TV Mysteries""]","[""Amélia Lacquemant"",""Amir El Kacem"",""Chiara Tantimonaco"",""Coline Beal"",""Dimitri Storoge"",""Doudou Masta"",""Gaia Weiss"",""Isabel Aimé Gonzalez Sola"",""Jérémie Covillault"",""Julien Frison"",""Laurent Lucas"",""Lionel Erdogan"",""Marilou Aussilloux"",""Nina Tantimonaco"",""Philippine Martinot"",""Pierre Andrau""]","[""Aurélien Molas""]"
3694,Grand Army,series,"Five students at the largest public high school in Brooklyn take on a chaotic world as they fight to succeed, survive, break free and seize the future.","[""Drama Programmes"",""Teen Programmes"",""LGBTQ TV Programmes"",""US TV Shows"",""Teen TV Dramas""]","[""Alphonso Romero Jones II"",""Amalia Yoo"",""Amir Bageria"",""Anthony Ippolito"",""Brian Altemus"",""Maliq Johnson"",""Odessa Aâ€™zion"",""Odley Jean"",""Thelonius Serrell-Freed""]","[""Katie Cappiello""]"
3695,When My Love Blooms,series,"A man and woman who were in love in their 20s meet again in their 40s, and find that they&#39;ve both become different people during their years apart.","[""TV Dramas"",""Romantic TV Dramas"",""Korean TV Shows""]","[""Jeon So-nee"",""Lee Bo-young"",""Park Jin-young"",""Yoo Ji-tae""]","[""Jeon Hee-young"",""Son Jung-hyun""]"
3696,Social Distance,series,"Filmed in isolation, this narrative anthology series features both dark and funny takes on how people strive to stay connected while staying apart.","[""TV Comedies"",""TV Dramas"",""US TV Shows""]","[""Ajay Naidu"",""Ali Ahn"",""Anthony Norman"",""Asante Blackk"",""Ava DeMary"",""Ayize Ma&#39;at"",""Barbara Rosenblat"",""Becky Ann Baker"",""Brian Jordan Alvarez"",""Camila Perez"",""Danielle Brooks"",""Daphne Rubin-Vega"",""David Iacono"",""Dylan Baker"",""Gianna Aragon"",""Guillermo Díaz"",""Heather Burns"",""Helena Howard"",""Isabella Ferreira"",""Kylie Liya Page"",""Lachlan Riley Watson"",""Larita Brooks"",""Leo Bai-Scanavino"",""Liam Foley"",""Lovie Simone"",""Luca Costanzo"",""Lydia Look"",""Marcia DeBonis"",""Marsha Stephanie Blake"",""Max Jenkins"",""Michael Mulheren"",""Miguel Sandoval"",""Mike Colter"",""Misha Brooks"",""Niles Fitch"",""Okieriete Onaodowan"",""Olli Haaskivi"",""Oscar Nuñez"",""Peter Scanavino"",""Peter Vack"",""Rana Roy"",""Raymond Anthony Thomas"",""Rocco Luna"",""Shakira Barrera"",""Steven Weber"",""Sunita Mani"",""Tami Sagher"",""Tom Costanzo"",""Will Meyers"",""Zoë Verbil""]","[""Hilary Weisman Graham""]"
3697,The Haunting of Bly Manor,series,"Dead doesn&#39;t mean gone. An au pair plunges into an abyss of chilling secrets in this gothic romance from the creator of ""The Haunting of Hill House.""","[""Mystery Programmes"",""Drama Programmes"",""LGBTQ TV Programmes"",""Horror Programmes"",""TV Programmes Based on Books"",""US TV Shows""]","[""Amelia Eve"",""Amelie Bea Smith"",""Benjamin Evan Ainsworth"",""Henry Thomas"",""Oliver Jackson-Cohen"",""Rahul Kohli"",""T&#39;Nia Miller"",""Tahirah Sharif"",""Victoria Pedretti""]","[""Mike Flanagan""]"
3698,Private Lives,series,"In a world where data is no longer private, con artists uncover a sinister surveillance scheme headed by the government and a greedy corporation.","[""Drama Programmes"",""Crime TV Dramas"",""Korean Programmes"",""TV Thrillers"",""TV Thrillers"",""K-dramas""]","[""Cha Soo-yeon"",""Jang Jin-hee"",""Jang Won-hyeok"",""Kim Ba-da"",""Kim Hyo-jin"",""Kim Min-sang"",""Kim Young-min"",""Ko Kyung-pyo"",""Lee Hak-ju"",""Min Zio"",""Park Seong-geun"",""Seohyun"",""Song Sang-eun"",""Song Sun-mi"",""Tae Won-seok"",""Yoo Hee-je"",""Yoon Sa-bong""]","[""Nam Gunn"",""Yu Seoung-yeol""]"
3699,Do Do Sol Sol La La Sol,series,"A riches-to-rags pianist who loses everything but her smile is guided by twinkling little stars to a small town where she finds hope, home and love.","[""Comedy Programmes"",""Drama Programmes"",""Romantic TV Comedies"",""Romantic TV Dramas"",""Music & Musicals"",""Korean Programmes"",""K-dramas""]","[""Go A-ra"",""Kim Ju-hun"",""Lee Jae-wook"",""Lee Soon-jae"",""Seo Yi-sook"",""Shin Eun-soo"",""Ye Ji-won""]","[""Kim Min-kyoung"",""Oh Ji-young""]"
3700,To the Lake,series,"Facing the end of civilization when a terrifying plague strikes, a group risks their lives, loves — and humanity — in a brutal struggle to survive.","[""TV Dramas"",""TV Thrillers"",""Russian TV Shows"",""TV Shows Based on Books"",""Sci-Fi TV"",""TV Mysteries""]","[""Aleksandr Robak"",""Alexander Yatsenko"",""Eldar Kalimulin"",""Kirill KÃ¤ro"",""Maryana Spivak"",""Natalya Zemtsova"",""Saveliy Kudryashov"",""Viktoriya Agalakova"",""Viktoriya Isakova"",""Yuri Kuznetsov""]","[""Pavel Kostomarov""]"
3701,Emily in Paris,series,"After landing her dream job in Paris, Chicago marketing exec Emily Cooper embraces her adventurous new life while juggling work, friends and romance.","[""Comedy Programmes"",""Drama Programmes"",""Romantic TV Comedies"",""Romantic TV Dramas"",""US TV Shows""]","[""Ashley Park"",""Bruno Gouery"",""Camille Razat"",""Kate Walsh"",""Lily Collins"",""Lucas Bravo"",""Philippine Leroy-Beaulieu"",""Samuel Arnold""]","[""Darren Star""]"
3702,"Good Morning, VerÃ´nica",series,"While hunting for a dating-site predator, an underused cop discovers a husband and wife with a horrific secret — and a web of conspiracy hiding it.","[""Mystery Programmes"",""Brazilian TV Programmes"",""TV Thrillers"",""TV Programmes Based on Books""]","[""Adriano Garib"",""Alice Valverde"",""Aline Borges"",""Antonio Grassi"",""Camila Morgado"",""Cassio Pandolfi"",""César Mello"",""DJ Amorim"",""Eduardo Moscovis"",""Elisa Volpatto"",""Johnnas Oliva"",""José Rubens Chachá"",""Julia Ianina"",""Juliana Lohmann"",""Marina Provenzzano"",""Pally Siqueira"",""Sacha Bali"",""Sílvio Guindane"",""Tainá Müller""]","[""Raphael Montes""]"
3703,Familiar Wife,series,"After receiving a bizarre chance to go back in time, a man wakes up to find that his whole life — including the person he married — is different.","[""TV Dramas"",""Romantic TV Dramas"",""Korean TV Shows"",""Fantasy TV Shows"",""K-dramas""]","[""Han Ji-min"",""Jang Seung-jo"",""Ji Sung"",""Kang Han-na""]","[""Lee Sang-yeop"",""Yang Hee-seung""]"
3704,Code Lyoko,series,"After discovering a parallel universe hidden inside a supercomputer, four students must stop a renegade virus from destroying the secret world.","[""TV Cartoons"",""Kids&#39; TV"",""Animation""]","[""Bruno Mullenaerts"",""Carole Baillien"",""Frédéric Meaux"",""Géraldine Frippiat"",""Marie-Line Landerwyn"",""Raphaelle Bruneau"",""Sophie Landresse""]","[""Tania Palumbo"",""Thomas Romain""]"
3705,The School Nurse Files,series,"Wielding a light-up sword through the dark corners of a high school, a nurse with an unusual gift protects students from monsters only she can see.","[""Drama Programmes"",""Korean Programmes"",""Fantasy TV Programmes"",""TV Programmes Based on Books"",""K-dramas"",""TV Mysteries""]","[""Jung Yu-mi"",""Nam Joo-hyuk""]","[""Chung Se-rang"",""Lee Kyoung-mi""]"
3706,Sneakerheads,series,Family man Devin falls back into his sneaker obsession after his pal Bobby talks him into a wheeling-dealing scheme to score a mythical pair of kicks.,"[""TV Comedies"",""US TV Shows""]","[""Aja Evans"",""Allen Maldonado"",""Andrew Bachelor"",""Jearnest Corchado"",""Justin Lee"",""Matthew Josten"",""Yaani King Mondschein""]","[""Jay Longino""]"
3707,Mighty Express,series,Catch a ride with the Mighty Express â€” a team of trains and their kid friends who overcome trouble on the tracks with quick thinking and teamwork!,"[""TV Cartoons"",""Kids&#39; TV""]","[""Annick Obonsawin"",""Dylan Shombing"",""Evan Lefeuvre"",""Ian Ho"",""Jay Hatton"",""Leo Orgil"",""Meesha Contreras"",""Michela Luci"",""Tyler Nathan"",""Zoe Hatz""]","[""Keith Chapman""]"
3708,Ratched,series,"In 1947, Mildred Ratched begins working as a nurse at a leading psychiatric hospital. But beneath her stylish exterior lurks a growing darkness.","[""TV Dramas"",""US TV Shows"",""TV Horror"",""TV Thrillers"",""TV Shows Based on Books"",""LGBTQ TV Programmes"",""TV Mysteries""]","[""Charlie Carver"",""Cynthia Nixon"",""Finn Wittrock"",""Jon Jon Briones"",""Judy Davis"",""Sarah Paulson"",""Sharon Stone""]","[""Evan Romansky""]"
3709,The Last Word,series,"Suddenly a widow, a woman rekindles her thirst for life by becoming a eulogist while navigating the existential landscape of death, grief and love.","[""TV Comedies"",""TV Dramas"",""German TV Shows""]","[""Aaron Hilmer"",""Anke Engelke"",""Claudia Geisler-Bading"",""Gudrun Ritter"",""Johannes Zeiler"",""Juri Winkler"",""Nina Gummich"",""Thorsten Merten""]","[""Aron Lehmann"",""Carlos V. Irmscher""]"
3710,100 dÃ­as para enamorarnos,series,"When Connie gets fed up with her husband taking her for granted, they agree to separate for 100 days to see if absence does make the heart grow fonder.","[""TV Comedies"",""Romantic TV Comedies"",""US TV Shows"",""TV Soaps"",""Romantic TV Soaps""]","[""Andrés Almeida"",""Daniela Bascopé"",""David Chocarro"",""Erick Elías"",""Héctor Suárez Gomiz"",""Ilse Salas"",""Lucas Velázquez"",""Manuel Balbi"",""Mariana Treviño"",""Sofía Lama"",""Sylvia Sáenz""]","[""Sebastián Ortega""]"
3711,Close Enough,series,A married couple tries to keep ⁠— and stay ⁠— cool as they move on from partying in their 20s to parenting in their 30s in this adult animated series.,"[""TV Comedies"",""Adult Animation"",""US TV Shows""]","[""Danielle Brooks"",""Gabrielle Walsh"",""J.G. Quintel"",""James Adomian"",""Jason Mantzoukas"",""Jessica DiCicco"",""Kimiko Glenn""]","[""J.G. Quintel""]"
3712,The Good Detective,series,"When doubts rise about a five-year-old murder conviction, a veteran detective partners with a young hotshot to hunt down the case&#39;s hidden truths.","[""TV Dramas"",""Crime TV Dramas"",""TV Thrillers"",""K-dramas"",""Korean TV Shows""]","[""Jang Seung-jo"",""Lee Elijah"",""Oh Jung-se"",""Son Hyun-joo""]","[""Cho Nam-guk"",""Choi Jin-won""]"
3713,Graceful Friends,series,"When a sudden death brings everyoneâ€™s dirty secrets to the surface, the lives and marriages of a group of close-knit friends unravel out of control.","[""TV Dramas"",""Crime TV Dramas"",""K-dramas"",""Korean TV Shows""]","[""Bae Soo-bin"",""Jung Seok-yong"",""Kim Sung-oh"",""Kim Won-hae"",""Song Yoon-a"",""Yu Jun-sang""]","[""Kim Gyeong-seon"",""Park Hyo-yeon"",""Park So-yeon"",""Song Hyun-wook""]"
3714,The Barrier,series,One family’s fight for survival in a future dystopian Madrid illustrates the disparity between two worlds separated by a fence — and so much more.,"[""TV Dramas"",""TV Thrillers"",""Spanish TV Shows"",""Futuristic Sci-Fi"",""Sci-Fi TV"",""TV Mysteries""]","[""Abel Folk"",""Ángela Molina"",""Belén Écija"",""Daniel Ibáñez"",""Eleonora Wexler"",""Juan Blanco"",""Laura Quirós"",""Manu Fullola"",""Nicolás Illoro"",""Olivia Molina"",""Unax Ugalde"",""Yaima Ramos""]","[""Daniel Écija""]"
3715,The Duchess,series,"Katherine&#39;s a single mom juggling her career, her tween daughter, her relationship with her boyfriend — and pondering getting pregnant with her ex.","[""TV Comedies"",""TV Dramas"",""British TV Shows""]","[""Doon Mackichan"",""Katherine Ryan"",""Katy Byrne"",""Michelle de Swarte"",""Rory Keenan"",""Sophie Fletcher"",""Steen Raskopoulos""]","[""Katherine Ryan""]"
3716,The Idhun Chronicles,series,"A boy suddenly orphaned fights his parents&#39; killer to save a planet, and discovers a new world of danger — and wonder.","[""Action Anime"",""Anime Series"",""Spanish TV Shows"",""Sci-Fi & Fantasy Anime"",""TV Shows Based on Books"",""Anime based on Books"",""Fantasy Anime""]","[""Carlos Cuevas"",""Itzan Escamilla"",""Michelle Jenner"",""Nico Romero"",""Sergio Mur""]","[""Maite Ruiz De Austri""]"
3717,Julie and the Phantoms,series,"Julie lost her passion for music when she lost her mom. But when three ghostly guys appear and lift her spirits, they decide to start a band together!","[""TV Comedies"",""Kids&#39; TV"",""Kids Music"",""Music & Musicals"",""Family Watch Together TV""]","[""Booboo Stewart"",""Carlos Ponce"",""Charlie Gillespie"",""Cheyenne Jackson"",""Jadah Marie"",""Jeremy Shada"",""Madison Reyes"",""Owen Patrick Joyner"",""Sacha Carlson"",""Savannah Lee May"",""Sonny Bustamante""]","[""Kenny Ortega""]"
3718,Record of Youth,series,Two actors and a makeup artist fight to make their own way in a world that weighs the backgrounds they were born into more than their dreams.,"[""TV Dramas"",""Romantic TV Dramas"",""Korean TV Shows"",""K-dramas""]","[""Byeon Woo-seok"",""Cho Yu-jung"",""Ha Hee-ra"",""Han Jin-hee"",""Kwon Soo-hyun"",""Lee Chang-hoon"",""Lee Jae-won"",""Park Bo-gum"",""Park So-dam"",""Park Su-young"",""Seo Sang-won"",""Shin Ae-ra"",""Shin Dong-mi""]","[""An Gil-ho"",""Ha Myeong-hee""]"
3719,Away,series,Commander Emma Green leaves behind her husband and daughter to lead an international crew of astronauts on a perilous three-year mission to Mars.,"[""TV Dramas"",""Romantic TV Dramas"",""US TV Shows"",""Futuristic Sci-Fi"",""TV Shows Based on Books"",""Sci-Fi TV""]","[""Ato Essandoh"",""Hilary Swank"",""Josh Charles"",""Mark Ivanir"",""Ray Panthaki"",""Talitha Eliana Bateman"",""Vivian Wu""]","[""Andrew Hinderaker""]"
3720,Young Wallander,series,"An incendiary hate crime stirs civil unrest, fast-tracking rookie cop Kurt Wallander to detective in this origin story for the popular character.","[""Mystery Programmes"",""Drama Programmes"",""Crime TV Dramas"",""Swedish TV Programmes"",""Scandinavian TV"",""TV Thrillers"",""TV Programmes Based on Books"",""Nordic TV Shows""]","[""Adam PÃ¥lsson"",""Ellise Chappell"",""Leanne Best"",""Richard Dillane""]","[""Ben Harris""]"
3721,The Platform,series,"A programming genius builds a fact-finding, truth-seeking internet portal while reckoning with trouble at home.","[""TV Dramas"",""Middle Eastern TV Shows"",""Social Issue TV Dramas"",""TV Mysteries""]","[""Abdulmohsen Alnemr"",""Ahmad Aljasmii"",""Dean Cain"",""Khaled Alkeesh"",""Khaled El Sayed"",""Leen Gherra"",""Mahira Abdelaziz"",""Maxim Khalil"",""Moatasem Alnahar"",""Salloum Haddad"",""Samar Sami"",""Samr Ismaiel"",""Yaser Alneyadi""]","[""Hozan Akko""]"
3722,Masaba Masaba,series,"Real life mom-daughter duo Neena and Masaba Gupta play versions of themselves in this playful, fictional peek into their lives in fashion and film.","[""TV Comedies"",""TV Dramas"",""Indian TV Shows"",""Hindi-Language TV Shows""]","[""Masaba Gupta"",""Nayan Shukla"",""Neena Gupta"",""Neil Bhoopalam"",""Pooja Bedi"",""Rytasha Rathore"",""Satyadeep Misra"",""Smaran Sahu""]","[""Ashvini Yardi""]"
